TARGET_B,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome,GiftCntAll_M,GiftCntCardAll_M,GiftAvgCard36_M,PromCntCard12_M,DemAge_M,DemMedHomeValue_M,DemPctVeterans_M,DemMedIncome_M,StatusCat96NK_A,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_m,DemHomeOwner_H,DemGender_F,DemGender_U,_ROLE_
1,20,2.302585093,2.7725887222,3,1.9459101491,24,19.78,17.88,20.33,12,4.3307333403,15,37,4.1431347264,6,17,3.1354942159,A,1,10,59,F,U,4.5538768916,100,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.3862943611,2.0794415417,1,1.3862943611,10,10,8,10,15,4.1431347264,7,26,3.6888794541,4,12,2.7725887222,A,0,10,59,F,H,4.8121843554,700,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,1.0986122887,1.9459101491,2,1.9459101491,15,15,10.71,15,23,4.1743872699,12,32,3.8918202981,6,15,2.9444389792,A,1,2,77,F,H,5.7493929859,900,44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.3862943611,1.0986122887,2,1.0986122887,9,9.67,9.67,10,18,3.4657359028,13,28,3.258096538,6,13,2.3978952728,A,0,10,59.427012844,F,U,5.0039463059,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.0986122887,0.6931471806,2,1.0986122887,16,13,13,13,22,3.4657359028,10,26,3.2188758249,4,11,2.302585093,A,0,1,34,F,U,5.0875963352,800,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,10,1.7917594692,1.7917594692,3,1.3862943611,10,9,8.33,10,15,3.6635616461,12,32,3.4657359028,6,15,2.6390573296,A,0,8,73,F,H,4.7706846245,800,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,1.0986122887,1,1.3862943611,15,15,10,15,25,3.9318256327,10,28,3.6635616461,4,11,2.7725887222,A,0,10,70,F,U,4.7184988713,100,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,15,1.3862943611,1.0986122887,2,1.0986122887,15,15,15,15,22,3.4339872045,12,27,3.1780538303,6,13,2.3978952728,A,0,8,49,F,H,5.1416635565,300,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,0.6931471806,0,0.6931471806,15,15,12.5,13.97297875,26,3.7841896339,10,26,3.4011973817,4,4,2.3978952728,A,0,1,71,F,H,6.001414878,500,18,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,1.9459101491,0,1.0986122887,15,15,9.71,13.97297875,18,4.3040650932,13,32,3.9512437186,6,6,2.9957322736,A,1,3,75,F,H,6.0980742822,300,31,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,0.6931471806,1,0.6931471806,25,15,15,5,25,3.36729583,13,28,3.2188758249,6,13,2.3978952728,A,0,13,53,F,U,6.3699009828,700,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.3862943611,2.5649493575,1,1.0986122887,10,12.67,12.08,13,10,4.0253516907,35,57,4.262679877,6,17,2.9444389792,A,1,8,59.427012844,F,U,5.1590552992,500,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,21,1.3862943611,1.6094379124,1,1.3862943611,15,14,11.4,12,18,4.0430512678,12,29,3.6635616461,6,14,2.7080502011,A,0,1,59.427012844,F,U,5.4161004022,0,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,5,1.9459101491,2.1972245773,4,1.7917594692,5,5,5,5,17,3.7135720667,12,33,3.5835189385,6,17,2.7725887222,A,1,3,59.427012844,F,H,6.0867747269,900,25,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.6094379124,1.7917594692,2,1.3862943611,10,8.75,9.17,7.5,18,3.6888794541,7,26,3.4011973817,4,13,2.4849066498,A,0,1,59.427012844,F,U,6.1841488909,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,10,0.6931471806,1.9459101491,1,1.6094379124,10,10,11.14,10,16,4.0073331852,29,49,4.1431347264,6,15,2.8332133441,A,0,2,59.427012844,F,U,6.09356977,500,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,16,1.0986122887,2.1972245773,1,1.7917594692,15,16,13.56,15,16,4.3174881135,14,35,4.0430512678,6,16,3.0910424534,A,0,3,77,F,H,5.8721177895,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,5,1.7917594692,2.0794415417,2,1.3862943611,10,7.4,7.13,7,17,3.9512437186,12,33,3.6888794541,6,16,2.8332133441,A,0,8,76,F,H,5.3375380797,900,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.6094379124,1.7917594692,3,1.3862943611,10,10,8.5,11.67,17,3.36729583,15,30,3.4339872045,6,14,2.4849066498,A,0,3,59.427012844,F,U,5.3181199938,200,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.0986122887,0.6931471806,1,0.6931471806,20,15,15,10,19,3.4657359028,10,24,3.0910424534,4,10,2.1972245773,A,0,6,59.427012844,F,H,5.342334252,200,14,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Train
1,15,1.0986122887,2.3978952728,0,1.0986122887,15,13,10.73,13.97297875,9,4.1743872699,22,34,4.1743872699,7,7,2.7725887222,A,0,6,59.427012844,F,H,5.2626901889,600,11,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,1.3862943611,2.7725887222,2,1.7917594692,30,16.67,12.31,15,8,4.3174881135,32,53,4.4773368145,8,18,3.258096538,A,0,7,68,F,U,5.8916442118,600,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,17,1.0986122887,1.6094379124,0,0.6931471806,17,16,11.4,13.97297875,18,4.3307333403,11,29,3.8501476017,5,5,2.8903717579,A,0,5,67,F,H,4.9272536852,700,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.6094379124,1.7917594692,3,1.6094379124,10,11.75,12.83,12.33,17,3.8066624898,12,31,3.6375861597,6,16,2.7725887222,A,0,3,76,F,H,5.9242557974,100,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,15,1.3862943611,1.3862943611,0,0.6931471806,16,15.33,15.25,13.97297875,18,3.7612001157,13,32,3.4657359028,6,6,2.5649493575,A,0,2,67,F,U,6.013715156,300,37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,25,1.0986122887,1.3862943611,1,1.0986122887,25,15,18.75,10,6,3.4657359028,17,33,3.4339872045,5,12,2.3978952728,A,0,10,59.427012844,F,U,4.9126548857,400,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.7917594692,2.3978952728,2,1.9459101491,8,6.8,6.18,8,16,4.1588830834,13,33,3.8712010109,6,15,2.9444389792,A,1,2,50,F,H,5.9215784196,600,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.6094379124,1.7917594692,3,1.6094379124,10,8.75,7.33,8.33,17,3.6888794541,13,33,3.5553480615,6,15,2.6390573296,A,0,1,59.427012844,F,U,6.1312264895,500,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,15,1.7917594692,1.6094379124,2,1.0986122887,15,16,16,17.5,19,3.4657359028,14,29,3.36729583,6,13,2.3978952728,A,1,13,56,F,H,6.3801225369,700,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,15,1.3862943611,1.6094379124,1,0.6931471806,15,12,13.2,14,18,3.4011973817,24,39,3.6375861597,6,13,2.5649493575,A,0,7,69,F,H,5.7683209958,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,2.1972245773,3.0445224377,6,2.4849066498,8,7.25,6.62,7,16,4.3307333403,16,37,4.0943445622,6,17,3.1780538303,A,1,1,59.427012844,F,U,6.0822189104,300,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0.6931471806,1.7917594692,0,1.0986122887,15,15,14.17,13.97297875,20,4.4886363697,13,29,3.9889840466,6,6,3.1354942159,A,0,10,63,F,H,4.9836066217,500,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,15,1.6094379124,2.302585093,4,2.1972245773,15,15,13.5,15,18,4.1431347264,13,34,4.0253516907,6,17,3.0445224377,A,1,10,48,F,U,5.0689042022,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,50,1.0986122887,1.0986122887,2,1.3862943611,30,27.5,20,27.5,21,3.7135720667,13,33,3.5553480615,6,16,2.7080502011,A,0,10,59.427012844,F,U,6.2146080984,0,31.777502691,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,Train
1,15,0.6931471806,2.1972245773,1,2.0794415417,25,25,9.78,25,17,4.6249728133,13,30,4.1108738642,6,13,3.2188758249,A,1,3,62,F,H,6.3767269479,200,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,17,1.3862943611,1.3862943611,2,1.0986122887,17,17.33,15.5,21,16,3.4965075615,15,34,3.4657359028,6,15,2.5649493575,A,0,1,39,F,U,6.2146080984,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0.6931471806,1.0986122887,0,1.0986122887,15,15,8.33,13.97297875,25,4.2904594411,9,26,3.4965075615,4,4,2.5649493575,A,0,10,58,F,H,4.5849674787,0,33,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,1.7917594692,0,1.3862943611,25,22.5,17.17,13.97297875,19,3.9702919136,14,36,3.8918202981,6,6,2.9957322736,A,1,6,59.427012844,F,U,5.6021188209,200,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,25,1.0986122887,2.0794415417,1,1.3862943611,25,37.5,26.88,50,5,3.9889840466,19,41,3.9318256327,8,19,3.0445224377,A,1,2,59.427012844,F,U,5.8406416574,300,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,75,1.3862943611,1.9459101491,1,1.0986122887,50,50,40,50,4,3.8066624898,16,38,4.2195077052,6,17,2.8903717579,A,1,0,67,F,H,5.6733232672,0,31.777502691,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,Train
1,15,0.6931471806,2.7080502011,0,2.1972245773,15,15,5.53,13.97297875,19,4.7004803658,6,14,3.6635616461,2,2,2.4849066498,A,1,4,79,F,U,5.4380793089,0,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,20,1.3862943611,2.5649493575,0,1.3862943611,20,15.33,6.54,13.97297875,15,4.7535901911,13,33,4.1108738642,6,6,3.36729583,A,0,7,59.427012844,F,U,5.6524891803,500,17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,40,1.0986122887,2.5649493575,2,2.3978952728,25,22.5,11.46,22.5,21,4.836281907,9,23,3.8712010109,5,14,3.2188758249,A,1,7,61,F,H,5.6524891803,500,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,25,1.6094379124,1.9459101491,1,1.0986122887,19,17.75,12.86,20,19,4.1588830834,13,34,3.8501476017,6,16,2.9444389792,A,1,6,35,F,H,5.4510384536,900,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,0.6931471806,0,0.6931471806,32,32,31,13.97297875,18,3.5553480615,13,28,3.295836866,6,6,2.4849066498,A,0,10,58,F,H,4.8283137373,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,10,1.7917594692,2.5649493575,2,1.7917594692,10,10.6,8.62,11,15,4.3944491547,12,31,4.0430512678,5,14,3.0910424534,A,1,3,70,F,H,6.3350542515,900,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,16,0.6931471806,0.6931471806,1,1.0986122887,16,16,13,16,23,3.5263605246,10,24,3.1780538303,4,10,2.302585093,A,0,13,59.427012844,F,U,6.2166061011,400,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0.6931471806,2.3978952728,1,1.6094379124,10,10,20.55,10,24,4.3438054219,11,30,4.0943445622,5,13,3.0910424534,A,0,13,59.427012844,F,U,6.3526293963,800,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.7917594692,2.0794415417,2,1.0986122887,38,38.8,38.38,34.5,7,3.36729583,30,45,4.0253516907,8,16,2.6390573296,A,1,13,73,F,U,6.3885614055,600,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,20,0.6931471806,1.6094379124,0,1.0986122887,20,20,12.6,13.97297875,26,4.189654742,10,31,3.9120230054,5,5,2.9957322736,A,0,11,59.427012844,F,U,6.2402758452,900,22,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,10,1.0986122887,2.5649493575,0,1.3862943611,20,27.5,28.92,13.97297875,5,4.1743872699,30,52,4.3694478525,8,8,3.258096538,A,1,0,35,F,H,6.0844994131,200,31.777502691,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,Train
1,25,0.6931471806,1.3862943611,0,0.6931471806,20,20,14,13.97297875,26,4.3438054219,11,31,3.8501476017,5,5,2.8903717579,A,1,27,59.427012844,F,U,5.7990926545,300,23,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0.6931471806,1.3862943611,1,1.0986122887,15,15,8,15,16,4.0253516907,11,26,3.6375861597,5,11,2.7080502011,A,0,3,33,F,U,5.843544417,500,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.3862943611,1.3862943611,3,1.6094379124,10,10,8.75,10,20,3.36729583,12,25,3.1780538303,6,13,2.4849066498,A,0,3,59.427012844,F,U,5.7170277014,200,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,5,1.6094379124,2.302585093,1,1.6094379124,5,5.75,4.1,10,15,4.7004803658,6,20,3.4965075615,3,9,2.5649493575,A,0,11,79,F,H,6.3526293963,300,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,1.0986122887,1.3862943611,1,1.0986122887,20,16,13,20,16,4.3174881135,13,28,3.7135720667,6,12,2.7725887222,A,0,5,51,F,U,5.1761497326,800,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,15,1.9459101491,2.3978952728,5,2.0794415417,11,11.67,10.18,12,6,3.8066624898,28,47,4.1431347264,11,21,3.1780538303,A,1,13,75,F,H,6.3919171134,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,1.3862943611,2.302585093,1,1.9459101491,18,16.67,12.2,16,25,4.2195077052,12,34,3.9889840466,6,17,3.1354942159,A,1,1,66,F,U,5.9480349892,300,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.3862943611,1.9459101491,2,1.3862943611,15,10,9.29,7.5,17,3.9702919136,13,32,3.7135720667,6,15,2.8332133441,A,0,2,67,F,H,5.8579331545,900,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.6094379124,1.7917594692,2,1.3862943611,15,10.5,9,8.5,15,3.7135720667,12,32,3.5553480615,5,14,2.6390573296,A,1,2,59.427012844,F,U,5.7493929859,100,50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.7917594692,1.7917594692,3,1.3862943611,7,5.2,5.33,5.33,17,3.3322045102,13,23,3.1354942159,6,11,2.1972245773,A,1,3,23,F,H,5.8260001074,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,1.7917594692,0,1.3862943611,25,21,15.5,13.97297875,6,4.5643481915,14,33,4.3307333403,5,5,3.295836866,A,0,22,68,F,U,5.7930136084,900,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,2.0794415417,2.0794415417,5,1.7917594692,7,6.71,6.25,6.4,17,3.36729583,13,27,3.3322045102,6,14,2.4849066498,A,1,16,77,F,H,5.2364419628,700,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,2.302585093,1,1.9459101491,20,20,16.1,20,19,4.8283137373,13,35,4.276666119,6,17,3.4011973817,A,1,8,40,F,H,5.1532915945,900,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,50,0.6931471806,1.3862943611,1,1.3862943611,50,50,25,50,16,4.5108595065,14,23,3.8501476017,6,11,2.9444389792,A,0,3,59.427012844,F,U,5.7960577508,700,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,13,1.6094379124,2.4849066498,1,1.9459101491,12,10.5,6.58,10,18,4.8675344505,12,34,4.2341065046,5,16,3.4339872045,A,0,11,70,F,H,5.5872486584,900,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,0.6931471806,2,1.0986122887,30,27.5,27.5,27.5,20,3.4657359028,15,33,3.4657359028,6,14,2.4849066498,A,0,12,81,F,H,5.579729826,200,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,15,1.3862943611,1.3862943611,2,1.0986122887,12,11.33,9.75,11,19,3.36729583,13,27,3.258096538,6,13,2.3978952728,A,0,11,59.427012844,F,U,5.5872486584,900,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.7917594692,1.7917594692,4,1.7917594692,10,10.8,10.67,10.5,20,3.6888794541,12,32,3.5553480615,6,16,2.7080502011,A,1,8,61,F,U,5.2417470151,300,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0.6931471806,2.3978952728,0,2.0794415417,15,15,9.18,13.97297875,25,4.836281907,6,17,3.6375861597,2,2,2.7725887222,A,1,6,70,F,H,5.1059454739,700,29,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.3862943611,2.5649493575,3,2.1972245773,10,15.67,12.69,15.67,22,4.3174881135,11,31,4.0430512678,5,15,3.1354942159,A,1,6,86,F,H,5.0998664278,400,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,44,1.3862943611,2.0794415417,1,1.6094379124,29,27,18.25,25,18,4.2195077052,13,35,4.0253516907,6,17,3.1354942159,A,1,8,65,F,H,4.9698132996,200,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.3862943611,1.9459101491,1,1.3862943611,16,16,8.29,16,22,4.0943445622,12,30,3.6888794541,6,14,2.7725887222,A,0,2,59.427012844,F,U,5.7651911028,700,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,25,1.0986122887,1.7917594692,1,1.0986122887,19,15,12,20,5,4.1588830834,27,40,4.0253516907,7,12,2.8332133441,A,0,0,59.427012844,F,U,4.9558270576,900,31.777502691,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,Train
1,10,1.0986122887,1.9459101491,1,1.6094379124,20,15,13.86,10,15,4.1588830834,12,30,3.8918202981,5,13,2.8903717579,A,1,30,63,F,H,5.2933048247,900,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.3862943611,1.9459101491,1,1.3862943611,25,21.67,15.71,15,17,4.1588830834,13,34,3.8712010109,6,16,2.9444389792,A,0,13,60,F,U,6.2245584293,500,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.0986122887,2.0794415417,2,1.6094379124,20,20,18.75,20,23,4.4773368145,14,35,4.262679877,6,16,3.1780538303,A,0,13,49,F,U,6.013715156,800,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
1,25,1.6094379124,1.7917594692,1,1.0986122887,20,21.25,19.17,20,15,3.7135720667,14,34,3.6109179126,6,15,2.6390573296,A,0,11,65,F,H,5.5872486584,400,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,0.6931471806,0,0,20,20,15,13.97297875,19,3.4339872045,10,23,3.0910424534,4,4,2.0794415417,A,0,7,51,F,U,5.1119877884,100,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.6094379124,2.4849066498,3,2.1972245773,25,31.25,20.92,33.33,20,4.5325994932,10,31,4.189654742,5,16,3.3322045102,A,1,3,81,F,H,5.537334267,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,3.1780538303,0,2.6390573296,25,25,18.5,13.97297875,18,4.8598124044,8,22,4.2904594411,4,4,3.36729583,A,1,2,59.427012844,F,U,5.3844950628,200,33,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,10,1.3862943611,2.0794415417,2,1.3862943611,20,16.67,16.25,20,26,3.7135720667,10,31,3.5553480615,5,15,2.7080502011,A,1,8,49,F,U,5.0369526024,500,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0,2.1972245773,0,1.7917594692,25,0,15.67,13.97297875,18,4.8520302639,13,13,4.2341065046,6,6,3.4339872045,A,1,12,52,F,H,6.0980742822,700,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,2.8332133441,0,2.0794415417,17,17,10.29,13.97297875,25,4.8040210447,15,35,4.4308167988,4,4,3.3322045102,A,1,13,83,F,H,6.2709884319,700,30,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,10,1.0986122887,0.6931471806,1,0.6931471806,20,15,15,10,19,3.4965075615,10,25,3.1354942159,4,10,2.1972245773,A,0,20,59.427012844,F,H,5.4595855141,200,34,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,1.0986122887,0,0,35,27.5,21.67,13.97297875,15,3.7841896339,12,28,3.4339872045,5,5,2.4849066498,A,0,3,59.427012844,F,U,5.8971538676,400,14,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.3862943611,1.6094379124,1,1.0986122887,12,10.67,10.4,10,18,4.0430512678,12,28,3.5835189385,6,12,2.6390573296,A,0,20,59.427012844,F,U,5.4380793089,200,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.7917594692,2.4849066498,4,1.9459101491,20,12,12.5,11.25,18,3.8066624898,27,48,4.0430512678,6,17,2.8903717579,A,1,13,69,F,H,5.8692969131,400,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,0.6931471806,2,1.0986122887,20,50,40,50,23,3.4011973817,14,28,3.2188758249,6,13,2.3978952728,A,0,12,59.427012844,F,U,5.7557422136,900,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.0986122887,0.6931471806,0,0,20,12.5,12.5,13.97297875,18,3.4657359028,11,24,3.0910424534,4,4,2.0794415417,A,0,12,59.427012844,F,U,5.4161004022,0,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,25,1.6094379124,1.7917594692,3,1.6094379124,10,15,13.33,13.33,16,3.7841896339,16,35,3.7135720667,6,15,2.7080502011,A,1,2,59.427012844,F,U,6.3350542515,300,43,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,100,1.3862943611,2.0794415417,2,1.6094379124,50,50,30.75,50,24,4.2341065046,12,32,3.9889840466,6,17,3.1780538303,A,0,13,80,F,H,6.3315018499,600,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,0.6931471806,1.6094379124,1,1.3862943611,15,15,12.4,15,17,4.1431347264,12,31,3.8918202981,6,15,2.8903717579,A,0,12,55,F,H,5.4889377262,400,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,1.9459101491,2.1972245773,4,1.7917594692,50,34.17,32.22,26.25,20,3.9889840466,13,33,3.8066624898,6,17,2.9444389792,A,1,24,59.427012844,F,U,5.910796644,400,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
1,50,1.3862943611,1.9459101491,3,1.7917594692,16,15,12.14,15,24,4.1743872699,7,24,3.5835189385,4,13,2.7080502011,A,0,13,82,F,H,6.210600077,400,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,5,1.0986122887,1.7917594692,1,1.3862943611,10,12.5,9.17,15,15,3.9702919136,10,22,3.4965075615,5,11,2.4849066498,A,0,9,53,F,H,5.5134287462,100,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,10,1.0986122887,2.4849066498,0,1.7917594692,20,13.5,6.08,13.97297875,18,4.7957905456,12,32,4.189654742,5,5,3.4011973817,A,0,4,59.427012844,F,U,5.2311086169,500,32,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.0986122887,2.302585093,1,1.9459101491,35,35,25,35,17,4.8283137373,13,32,4.2904594411,6,16,3.4657359028,A,0,3,65,F,U,5.9188938543,900,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.0986122887,1.0986122887,2,1.3862943611,15,15,11.67,15,19,3.7841896339,10,28,3.4965075615,4,12,2.5649493575,A,0,34,47,F,H,5.7620513828,500,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,1.0986122887,1.3862943611,1,1.0986122887,50,30,18.75,10,18,3.3322045102,14,28,3.258096538,6,13,2.3978952728,A,0,13,59.427012844,F,U,6.2859980945,200,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,1.3862943611,2.4849066498,1,1.9459101491,25,40.33,28.83,35,18,4.836281907,26,48,4.3820266347,5,16,3.4339872045,A,1,6,49,F,H,5.3706380281,600,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
0,,1.0986122887,0.6931471806,2,1.0986122887,20,15,15,15,18,3.4657359028,10,24,3.0910424534,4,10,2.1972245773,A,0,11,33,F,H,5.6240175062,200,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,20,0.6931471806,1.3862943611,0,1.0986122887,20,20,11.75,13.97297875,25,4.2046926194,4,17,3.5835189385,2,2,2.5649493575,A,1,15,59.427012844,F,U,5.7776523232,100,23,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Train
0,,0.6931471806,0.6931471806,1,1.0986122887,20,20,11.5,20,18,4.0253516907,9,12,2.7725887222,4,6,1.9459101491,A,0,8,59.427012844,F,H,5.0434251169,500,12,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Train
1,11,1.6094379124,2.3978952728,3,2.302585093,15,13.75,10.82,15,19,4.8202815656,14,35,4.248495242,6,16,3.36729583,A,0,2,77,F,H,5.3798973535,100,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
1,5,1.6094379124,2.6390573296,3,1.7917594692,5,9.75,8.93,8.33,16,4.2195077052,29,44,4.2904594411,4,13,2.8903717579,A,0,24,43,F,H,5.463831805,200,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Train
